job_id,job_title,company,sector,location,country,remote_type,experience_level,salary_usd_annual,required_skills,primary_llm_mentioned,education_required,date_posted,job_description_length,applies_count,visa_sponsorship,years_experience_min,company_size,is_contract,has_equity
AIJOB00105,Computer Vision Engineer,Samsung AI,Finance,"London, UK",UK,Hybrid,Senior (5-8 yrs),145645,"JAX, RAG, C++, Azure ML, FastAPI, LlamaIndex",Mistral,Master's,2024-10-05,2111,2696,No,4,1001-5000,Full-time,No
AIJOB00106,Computer Vision Engineer,Palantir,Government,"Berlin, Germany",Germany,Remote,Senior (5-8 yrs),160909,"Kubernetes, JAX, PyTorch, dbt, Pinecone, CUDA, Spark",Claude,PhD,2025-01-14,711,2800,No,4,1-50,Part-time,No
AIJOB00107,Data Scientist (AI/ML),Nvidia,Energy,"Tel Aviv, Israel",Israel,Hybrid,Staff/Principal (8+ yrs),267902,"GCP Vertex AI, AWS SageMaker, Spark, PyTorch, FastAPI",Grok,PhD,2024-04-12,452,3750,Maybe,6,1001-5000,Contract,Yes
AIJOB00108,ML Engineer,Cohere,Education,"Tel Aviv, Israel",Israel,Remote,Staff/Principal (8+ yrs),206284,"JAX, PyTorch, Python, AWS SageMaker, ChromaDB",Falcon,Bootcamp/Self-taught,2025-01-18,2447,2033,Maybe,6,51-200,Contract,No
AIJOB00109,MLOps Engineer,Adobe Firefly,Retail,"Austin, TX",TX,Remote,Entry (0-2 yrs),73245,"MLflow, Hugging Face Transformers, Python, Weights & Biases, GCP Vertex AI",None,Bachelor's,2024-08-22,1960,3397,No,0,201-1000,Full-time,No
AIJOB00110,Data Scientist (AI/ML),Mistral AI,Automotive,"Tel Aviv, Israel",Israel,Remote,Mid (2-5 yrs),108525,"Docker, RAG, Kubernetes",Mistral,Master's,2024-05-07,346,1081,No,2,51-200,Full-time,Yes
AIJOB00111,NLP Engineer,Microsoft AI,Education,"Chicago, IL",IL,Hybrid,Mid (2-5 yrs),72008,"MLflow, LangChain, Spark, AWS SageMaker, Azure ML",Llama,Bachelor's,2025-03-30,1830,1713,No,2,1001-5000,Contract,No
AIJOB00112,MLOps Engineer,Morgan Stanley AI,Energy,"Tokyo, Japan",Japan,On-site,Mid (2-5 yrs),109475,"RLHF, Pinecone, MLflow, Azure ML, TensorFlow, ChromaDB, LangChain",Phi,Bachelor's,2024-02-11,2498,623,Yes,2,5000+,Full-time,No
AIJOB00113,AI Safety Researcher,OpenAI,Energy,"Seattle, WA",WA,On-site,Staff/Principal (8+ yrs),202168,"RLHF, LlamaIndex, Pinecone",Grok,Master's,2024-08-16,1562,2972,Yes,6,201-1000,Contract,No
AIJOB00114,AI Safety Researcher,OpenAI,Automotive,"New York, NY",NY,Remote,Entry (0-2 yrs),101036,"Weaviate, PyTorch, JAX",Command R,Master's,2024-12-24,854,3146,No,0,1001-5000,Full-time,No
AIJOB00115,Reinforcement Learning Engineer,Goldman Sachs AI,Tech,"Chicago, IL",IL,Remote,Staff/Principal (8+ yrs),193075,"LlamaIndex, Spark, Azure ML, LangChain, Hugging Face Transformers, Weaviate, RAG",Llama,PhD,2024-12-04,1522,1906,No,6,5000+,Full-time,Yes
AIJOB00116,GenAI Developer,Tesla AI,Tech,"Bangalore, India",India,Remote,Mid (2-5 yrs),115970,"JAX, Weights & Biases, FastAPI, LangChain",BLOOM,Bachelor's,2024-05-21,575,423,No,2,1001-5000,Full-time,No
AIJOB00117,ML Engineer,Mistral AI,Defense,"New York, NY",NY,Remote,Mid (2-5 yrs),109312,"OpenAI API, FastAPI, CUDA, PyTorch, LlamaIndex, Pinecone, AWS SageMaker",Grok,Master's,2024-04-29,1613,980,No,2,51-200,Part-time,No
AIJOB00118,AI Ethics Researcher,ByteDance,Media,"Amsterdam, Netherlands",Netherlands,Remote,Senior (5-8 yrs),118445,"Spark, dbt, Fine-tuning, Weaviate",Falcon,PhD,2024-10-29,1605,2862,No,4,51-200,Full-time,Yes
AIJOB00119,RAG Engineer,Salesforce Einstein,Energy,"Paris, France",France,On-site,Staff/Principal (8+ yrs),241141,"Rust, RLHF, PyTorch, Weaviate",BLOOM,Bachelor's,2024-06-02,1294,1054,Yes,6,1-50,Part-time,No
AIJOB00120,LLM Engineer,Apple ML,Government,"New York, NY",NY,Remote,Mid (2-5 yrs),124888,"SQL, PyTorch, TensorFlow, OpenAI API, FastAPI, ChromaDB, dbt",Command R,Master's,2024-12-10,362,877,Maybe,2,1-50,Contract,No
AIJOB00121,GenAI Developer,Hugging Face,Government,"Chicago, IL",IL,On-site,Mid (2-5 yrs),125662,"FastAPI, AWS SageMaker, RAG, RLHF, Weaviate",Mistral,Master's,2024-10-09,2336,1918,Yes,2,1001-5000,Contract,Yes
AIJOB00122,MLOps Engineer,Adobe Firefly,Media,"Austin, TX",TX,Remote,Senior (5-8 yrs),125446,"Weights & Biases, LlamaIndex, Python, Docker",Grok,Bachelor's,2024-10-15,1103,1361,Yes,4,5000+,Contract,No
AIJOB00123,AI Product Manager,Snowflake,Healthcare,"Tel Aviv, Israel",Israel,On-site,Senior (5-8 yrs),187875,"RLHF, Hugging Face Transformers, Weights & Biases, Rust, Azure ML, CUDA",Phi,Bootcamp/Self-taught,2024-11-24,540,2156,Yes,4,1-50,Part-time,No
AIJOB00124,AI Engineer,Stability AI,Tech,"Berlin, Germany",Germany,On-site,Staff/Principal (8+ yrs),149533,"MLflow, LlamaIndex, Python",Command R,Master's,2024-04-28,2279,2710,No,6,1-50,Full-time,Yes
AIJOB00125,AI Engineer,Apple ML,Defense,"Stockholm, Sweden",Sweden,On-site,Senior (5-8 yrs),165845,"C++, MLflow, dbt, Fine-tuning, Hugging Face Transformers, LangChain, Weights & Biases",Llama,Master's,2024-01-09,1751,1104,No,4,1-50,Full-time,Yes
AIJOB00126,AI Safety Researcher,Scale AI,Media,"Paris, France",France,Remote,Mid (2-5 yrs),153371,"Spark, CUDA, FastAPI",BLOOM,Master's,2025-02-27,529,2618,Yes,2,51-200,Full-time,No
AIJOB00127,AI Product Manager,Uber AI,Finance,"Dublin, Ireland",Ireland,On-site,Entry (0-2 yrs),57519,"JAX, CUDA, MLflow, ChromaDB",GPT-4,Master's,2024-04-27,1448,3693,No,0,1-50,Full-time,No
AIJOB00128,AI Engineer,Scale AI,Energy,"Zurich, Switzerland",Switzerland,Remote,Mid (2-5 yrs),98787,"TensorFlow, AWS SageMaker, Hugging Face Transformers, ChromaDB, Kubernetes, Rust",None,Master's,2025-02-24,873,3247,Maybe,2,1-50,Full-time,No
AIJOB00129,ML Engineer,Snowflake,Retail,"Los Angeles, CA",CA,Remote,Entry (0-2 yrs),71255,"SQL, FastAPI, RAG, GCP Vertex AI, Python",Command R,Master's,2024-02-08,1837,1778,Yes,0,5000+,Full-time,Yes
AIJOB00130,AI Platform Engineer,Mistral AI,Government,"Paris, France",France,Hybrid,Senior (5-8 yrs),136406,"LlamaIndex, RAG, MLflow, Rust, Spark",BLOOM,Bachelor's,2024-02-12,321,3872,No,4,201-1000,Contract,Yes
AIJOB00131,LLM Engineer,JPMorgan AI,Media,"Los Angeles, CA",CA,Remote,Mid (2-5 yrs),79296,"Fine-tuning, LangChain, Python, TensorFlow, Azure ML, Weaviate, Rust",Falcon,Bachelor's,2024-10-11,1994,1598,No,2,5000+,Contract,No
AIJOB00132,AI Safety Researcher,Cohere,Education,"Chicago, IL",IL,Remote,Mid (2-5 yrs),111357,"Docker, Vector Databases, LlamaIndex, TensorFlow, Hugging Face Transformers",BLOOM,PhD,2024-05-17,1779,1040,Maybe,2,1001-5000,Full-time,Yes
AIJOB00133,Prompt Engineer,Palantir,Defense,"Sydney, Australia",Australia,Remote,Mid (2-5 yrs),88966,"C++, SQL, RAG, Rust, CUDA",Falcon,Bachelor's,2024-07-21,1613,2480,Maybe,2,51-200,Full-time,Yes
AIJOB00134,Deep Learning Engineer,Scale AI,Government,"Sydney, Australia",Australia,Hybrid,Senior (5-8 yrs),162786,"ChromaDB, Rust, Kubernetes, GCP Vertex AI, RAG, Docker",None,Bachelor's,2024-11-20,1118,2435,Maybe,4,51-200,Full-time,No
AIJOB00135,Reinforcement Learning Engineer,Baidu,Education,"Bangalore, India",India,Hybrid,Mid (2-5 yrs),91795,"C++, CUDA, Rust",None,Bachelor's,2025-03-01,1540,1001,No,2,51-200,Contract,No
AIJOB00136,LLM Engineer,Deloitte AI,Energy,"Tokyo, Japan",Japan,Hybrid,Staff/Principal (8+ yrs),255797,"Pinecone, CUDA, MLflow, Fine-tuning, Weaviate, PyTorch, Azure ML",None,Master's,2024-07-24,648,457,No,6,201-1000,Full-time,No
AIJOB00137,AI Safety Researcher,Salesforce Einstein,Defense,"Austin, TX",TX,On-site,Staff/Principal (8+ yrs),171802,"Python, LangChain, Docker",Phi,Master's,2024-08-08,1205,1835,No,6,1001-5000,Contract,No
AIJOB00138,Foundation Model Engineer,Stability AI,Automotive,"Boston, MA",MA,On-site,Mid (2-5 yrs),103623,"AWS SageMaker, Fine-tuning, TensorFlow",Gemini,Master's,2024-09-04,1147,2144,No,2,1001-5000,Full-time,No
AIJOB00139,Reinforcement Learning Engineer,Uber AI,Retail,"Seattle, WA",WA,Remote,Senior (5-8 yrs),171964,"Python, CUDA, GCP Vertex AI",Gemini,Master's,2025-02-18,955,1365,No,4,1001-5000,Full-time,Yes
AIJOB00140,Data Scientist (AI/ML),Apple ML,Automotive,"Los Angeles, CA",CA,Remote,Mid (2-5 yrs),85628,"JAX, OpenAI API, RLHF, ChromaDB, Fine-tuning, RAG, Python",None,PhD,2025-01-12,556,2374,Yes,2,5000+,Full-time,Yes
AIJOB00141,Reinforcement Learning Engineer,JPMorgan AI,Education,"Amsterdam, Netherlands",Netherlands,Hybrid,Entry (0-2 yrs),72865,"Spark, GCP Vertex AI, SQL, RAG, C++, Rust, ChromaDB",Falcon,Master's,2024-09-07,1518,3772,No,0,1-50,Full-time,Yes
AIJOB00142,GenAI Developer,Palantir,Healthcare,"London, UK",UK,Remote,Senior (5-8 yrs),185292,"Pinecone, RAG, Fine-tuning, SQL",BLOOM,Master's,2024-12-21,1009,2282,Yes,4,201-1000,Full-time,Yes
AIJOB00143,Reinforcement Learning Engineer,Palantir,Education,"Boston, MA",MA,On-site,Entry (0-2 yrs),50000,"OpenAI API, C++, RAG, Weaviate",Command R,Master's,2024-09-05,2118,2011,Yes,0,5000+,Full-time,No
AIJOB00144,NLP Engineer,Snowflake,Energy,"Amsterdam, Netherlands",Netherlands,Remote,Entry (0-2 yrs),72326,"FastAPI, RLHF, ChromaDB, Weights & Biases",None,Master's,2024-05-27,767,1107,No,0,201-1000,Full-time,No
AIJOB00145,Reinforcement Learning Engineer,DataBricks,Finance,"Los Angeles, CA",CA,Remote,Mid (2-5 yrs),115145,"AWS SageMaker, CUDA, PyTorch, RLHF",Claude,PhD,2025-02-28,1270,869,No,2,5000+,Full-time,No
AIJOB00146,AI Platform Engineer,Hugging Face,Defense,"Toronto, Canada",Canada,Hybrid,Staff/Principal (8+ yrs),228145,"C++, OpenAI API, Rust, PyTorch",Phi,Master's,2025-02-05,1625,2893,No,6,5000+,Full-time,No
AIJOB00147,Prompt Engineer,Goldman Sachs AI,Retail,"Los Angeles, CA",CA,On-site,Mid (2-5 yrs),85508,"MLflow, CUDA, LlamaIndex, Kubernetes",Falcon,PhD,2024-05-21,1908,2014,Yes,2,201-1000,Full-time,Yes
AIJOB00148,LLM Engineer,JPMorgan AI,Finance,"Chicago, IL",IL,Hybrid,Entry (0-2 yrs),53362,"RLHF, Vector Databases, GCP Vertex AI, ChromaDB, Python",None,PhD,2024-05-22,2177,2610,No,0,201-1000,Contract,No
AIJOB00149,Deep Learning Engineer,Deloitte AI,Government,"Los Angeles, CA",CA,On-site,Mid (2-5 yrs),120334,"GCP Vertex AI, C++, AWS SageMaker, Weaviate, ChromaDB",Command R,PhD,2024-09-10,498,198,Yes,2,1001-5000,Full-time,No
AIJOB00150,Data Scientist (AI/ML),Anthropic,Government,"Bangalore, India",India,Remote,Staff/Principal (8+ yrs),210691,"MLflow, LlamaIndex, JAX, Spark",Mistral,Bachelor's,2024-08-07,1823,2731,Maybe,6,51-200,Full-time,No
AIJOB00151,GenAI Developer,Google DeepMind,Tech,"Seattle, WA",WA,Hybrid,Staff/Principal (8+ yrs),209017,"Vector Databases, TensorFlow, LlamaIndex, ChromaDB",Command R,Master's,2024-01-01,793,3533,No,6,51-200,Full-time,Yes
AIJOB00152,LLM Engineer,Anthropic,Energy,"London, UK",UK,Remote,Entry (0-2 yrs),74365,"LlamaIndex, RAG, FastAPI, C++, CUDA",Gemini,Master's,2025-03-27,972,1812,No,0,51-200,Full-time,Yes
AIJOB00153,AI Ethics Researcher,Mistral AI,Healthcare,Singapore,Singapore,Remote,Staff/Principal (8+ yrs),175519,"FastAPI, LangChain, ChromaDB, Weights & Biases",BLOOM,Bachelor's,2024-02-21,645,1026,No,6,5000+,Contract,Yes
AIJOB00154,AI Engineer,Snowflake,Media,Singapore,Singapore,Hybrid,Senior (5-8 yrs),156270,"Weights & Biases, RAG, AWS SageMaker, Spark",Llama,Bachelor's,2024-09-17,2346,2623,No,4,5000+,Contract,Yes
AIJOB00155,AI Solutions Architect,Google DeepMind,Automotive,"Berlin, Germany",Germany,Remote,Senior (5-8 yrs),157912,"Fine-tuning, Azure ML, Weaviate, dbt, Hugging Face Transformers, Vector Databases, TensorFlow",Claude,Bachelor's,2025-03-05,547,3895,No,4,5000+,Full-time,No
AIJOB00156,AI Ethics Researcher,Deloitte AI,Healthcare,"Chicago, IL",IL,Remote,Staff/Principal (8+ yrs),174283,"SQL, LlamaIndex, Docker, TensorFlow, AWS SageMaker, Rust, Pinecone",None,Master's,2024-10-01,1900,2412,No,6,1-50,Full-time,Yes
AIJOB00157,GenAI Developer,Meta AI,Tech,"Paris, France",France,Remote,Entry (0-2 yrs),93508,"RLHF, SQL, PyTorch",Gemini,PhD,2024-08-10,346,681,No,0,201-1000,Full-time,No
AIJOB00158,Computer Vision Engineer,Hugging Face,Energy,"Boston, MA",MA,Remote,Mid (2-5 yrs),119381,"Weights & Biases, JAX, LangChain, FastAPI, Python",BLOOM,Bachelor's,2025-02-03,615,2042,No,2,201-1000,Full-time,No
AIJOB00159,Data Scientist (AI/ML),Nvidia,Tech,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),117834,"dbt, Weights & Biases, LangChain, Kubernetes, CUDA, Pinecone, Python",GPT-4,Master's,2024-02-22,1868,3779,Yes,4,1-50,Full-time,No
AIJOB00160,AI Ethics Researcher,Amazon AWS AI,Retail,"Austin, TX",TX,Remote,Mid (2-5 yrs),122999,"Docker, C++, TensorFlow, ChromaDB, Azure ML",GPT-4,PhD,2025-01-03,488,3917,No,2,1001-5000,Contract,No
AIJOB00161,NLP Engineer,Stability AI,Defense,"Seattle, WA",WA,Hybrid,Senior (5-8 yrs),123683,"OpenAI API, AWS SageMaker, ChromaDB, Rust, Weights & Biases",Command R,Bootcamp/Self-taught,2024-01-05,1100,3010,Maybe,4,51-200,Full-time,No
AIJOB00162,AI Engineer,JPMorgan AI,Automotive,"Stockholm, Sweden",Sweden,Remote,Mid (2-5 yrs),125584,"GCP Vertex AI, Python, FastAPI",None,Bachelor's,2025-03-05,2470,985,No,2,1-50,Part-time,Yes
AIJOB00163,Computer Vision Engineer,ByteDance,Media,"New York, NY",NY,On-site,Entry (0-2 yrs),84598,"Fine-tuning, MLflow, Azure ML, RLHF, Weights & Biases, TensorFlow, ChromaDB",Gemini,Bachelor's,2025-03-08,555,1791,No,0,51-200,Full-time,Yes
AIJOB00164,AI Product Manager,Meta AI,Healthcare,"Austin, TX",TX,Remote,Staff/Principal (8+ yrs),170455,"TensorFlow, OpenAI API, LlamaIndex, FastAPI",None,Bachelor's,2024-05-19,2141,1918,No,6,1-50,Full-time,No
AIJOB00165,MLOps Engineer,Goldman Sachs AI,Defense,"Sydney, Australia",Australia,Hybrid,Staff/Principal (8+ yrs),234681,"TensorFlow, Hugging Face Transformers, Rust",None,Bachelor's,2025-03-12,1642,617,Yes,6,51-200,Part-time,Yes
AIJOB00166,ML Engineer,Nvidia,Finance,"Amsterdam, Netherlands",Netherlands,On-site,Senior (5-8 yrs),161145,"RAG, CUDA, RLHF",Phi,Master's,2024-03-30,872,507,Yes,4,51-200,Full-time,No
AIJOB00167,AI Solutions Architect,DataBricks,Healthcare,"Zurich, Switzerland",Switzerland,Hybrid,Entry (0-2 yrs),80357,"Python, TensorFlow, OpenAI API",None,Bachelor's,2025-02-20,1658,511,Yes,0,1001-5000,Full-time,No
AIJOB00168,AI Ethics Researcher,OpenAI,Defense,"Tel Aviv, Israel",Israel,Remote,Staff/Principal (8+ yrs),268284,"Hugging Face Transformers, Azure ML, OpenAI API, JAX, Docker, FastAPI",Gemini,Master's,2024-12-15,1306,2661,No,6,1001-5000,Contract,No
AIJOB00169,LLM Engineer,Deloitte AI,Education,"Chicago, IL",IL,Remote,Senior (5-8 yrs),143374,"Kubernetes, Spark, Rust, Weaviate, Python, RAG, MLflow",Phi,Master's,2024-04-12,2357,1327,No,4,51-200,Full-time,No
AIJOB00170,AI Engineer,Hugging Face,Energy,"New York, NY",NY,On-site,Senior (5-8 yrs),129649,"Azure ML, FastAPI, ChromaDB, Kubernetes, Hugging Face Transformers, LangChain, Rust",None,PhD,2024-08-29,529,3139,Maybe,4,51-200,Full-time,No
AIJOB00171,Deep Learning Engineer,Adobe Firefly,Defense,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),125983,"Rust, Weights & Biases, MLflow, Azure ML, ChromaDB",Falcon,Bachelor's,2024-10-30,1071,3437,Maybe,4,1001-5000,Full-time,Yes
AIJOB00172,ML Engineer,Apple ML,Healthcare,"New York, NY",NY,Remote,Entry (0-2 yrs),59720,"Pinecone, Vector Databases, Python",Grok,Master's,2024-04-22,1026,3773,No,0,201-1000,Full-time,Yes
AIJOB00173,AI Research Scientist,Microsoft AI,Healthcare,"Dublin, Ireland",Ireland,On-site,Entry (0-2 yrs),69028,"MLflow, dbt, RAG, ChromaDB, LangChain",Falcon,PhD,2024-02-07,2089,3253,No,0,1001-5000,Full-time,Yes
AIJOB00174,RAG Engineer,SAP AI,Tech,"Paris, France",France,Hybrid,Senior (5-8 yrs),159211,"RAG, AWS SageMaker, Weights & Biases, MLflow",Gemini,Bootcamp/Self-taught,2025-02-21,1903,3494,Maybe,4,5000+,Full-time,No
AIJOB00175,AI Platform Engineer,Amazon AWS AI,Finance,"Zurich, Switzerland",Switzerland,Remote,Mid (2-5 yrs),115478,"GCP Vertex AI, Weights & Biases, TensorFlow, Kubernetes",Falcon,PhD,2024-09-11,1675,1839,Yes,2,51-200,Full-time,Yes
AIJOB00176,Computer Vision Engineer,Deloitte AI,Defense,"San Francisco, CA",CA,Remote,Entry (0-2 yrs),80422,"Hugging Face Transformers, Fine-tuning, Vector Databases, RAG, Azure ML, Weaviate",Command R,Master's,2024-08-12,1223,676,No,0,1-50,Full-time,Yes
AIJOB00177,Prompt Engineer,Mistral AI,Defense,"Austin, TX",TX,Remote,Entry (0-2 yrs),70163,"Weights & Biases, TensorFlow, Weaviate, JAX",None,Bootcamp/Self-taught,2024-07-11,2277,2895,Yes,0,51-200,Full-time,Yes
AIJOB00178,ML Engineer,Cohere,Retail,"Austin, TX",TX,Remote,Entry (0-2 yrs),88314,"MLflow, Weaviate, Weights & Biases, C++, CUDA, Docker",None,Bachelor's,2024-04-07,1909,2351,No,0,1001-5000,Full-time,Yes
AIJOB00179,AI Ethics Researcher,Snowflake,Finance,"Sydney, Australia",Australia,On-site,Entry (0-2 yrs),66665,"Vector Databases, OpenAI API, LangChain, Python, CUDA, Hugging Face Transformers, Spark",Claude,Master's,2024-11-16,1928,1938,No,0,201-1000,Full-time,No
AIJOB00180,Data Scientist (AI/ML),Adobe Firefly,Tech,"Chicago, IL",IL,Remote,Senior (5-8 yrs),223444,"Docker, RLHF, Kubernetes",None,Bachelor's,2024-08-16,696,361,No,4,5000+,Full-time,No
AIJOB00181,GenAI Developer,IBM Watson,Defense,"Chicago, IL",IL,On-site,Entry (0-2 yrs),77883,"dbt, CUDA, Vector Databases, ChromaDB, Kubernetes, C++, AWS SageMaker",GPT-4,Bootcamp/Self-taught,2024-08-02,903,502,Maybe,0,1001-5000,Full-time,No
AIJOB00182,MLOps Engineer,Anthropic,Media,"Berlin, Germany",Germany,Remote,Mid (2-5 yrs),93028,"OpenAI API, C++, Spark, LlamaIndex, SQL, Docker",Claude,Master's,2024-02-10,1635,3518,No,2,1001-5000,Contract,Yes
AIJOB00183,AI Platform Engineer,JPMorgan AI,Energy,"London, UK",UK,Remote,Staff/Principal (8+ yrs),161447,"ChromaDB, JAX, FastAPI, LangChain, Rust, CUDA, C++",None,PhD,2024-03-16,1983,1091,No,6,1001-5000,Full-time,No
AIJOB00184,Data Scientist (AI/ML),Uber AI,Automotive,"Chicago, IL",IL,Remote,Senior (5-8 yrs),163026,"PyTorch, RAG, GCP Vertex AI, MLflow, Kubernetes, JAX",None,PhD,2024-11-07,382,1393,No,4,201-1000,Full-time,No
AIJOB00185,Prompt Engineer,Apple ML,Education,"Berlin, Germany",Germany,Remote,Mid (2-5 yrs),105575,"FastAPI, C++, GCP Vertex AI, Docker, Weights & Biases, Fine-tuning",Claude,Bachelor's,2025-01-15,1967,3044,No,2,5000+,Contract,No
AIJOB00186,Foundation Model Engineer,Goldman Sachs AI,Tech,"Seattle, WA",WA,Remote,Mid (2-5 yrs),124137,"LlamaIndex, FastAPI, Pinecone, ChromaDB, Python, Hugging Face Transformers",Llama,Bachelor's,2024-09-16,2169,217,Maybe,2,51-200,Full-time,No
AIJOB00187,Foundation Model Engineer,Stability AI,Government,"London, UK",UK,Hybrid,Staff/Principal (8+ yrs),217036,"Vector Databases, SQL, RLHF, Hugging Face Transformers, CUDA",Phi,Bachelor's,2024-05-03,1359,3077,No,6,1-50,Full-time,Yes
AIJOB00188,Data Scientist (AI/ML),Snowflake,Healthcare,"Paris, France",France,Hybrid,Mid (2-5 yrs),108557,"Docker, Spark, Fine-tuning, Pinecone",GPT-4,Master's,2024-12-12,334,926,No,2,201-1000,Contract,No
AIJOB00189,Computer Vision Engineer,Scale AI,Defense,"Chicago, IL",IL,On-site,Staff/Principal (8+ yrs),169515,"OpenAI API, RLHF, AWS SageMaker, dbt, Pinecone",None,Bachelor's,2024-08-23,2395,2723,Maybe,6,201-1000,Full-time,No
AIJOB00190,NLP Engineer,ByteDance,Automotive,"London, UK",UK,Hybrid,Senior (5-8 yrs),109099,"Spark, GCP Vertex AI, CUDA, Docker, MLflow",None,Bachelor's,2024-06-21,2418,3145,Yes,4,1-50,Contract,No
AIJOB00191,AI Platform Engineer,Scale AI,Media,"Austin, TX",TX,Hybrid,Staff/Principal (8+ yrs),183925,"Spark, Vector Databases, AWS SageMaker",BLOOM,PhD,2025-01-04,1077,1415,No,6,51-200,Full-time,No
AIJOB00192,AI Infrastructure Engineer,Salesforce Einstein,Healthcare,"Dublin, Ireland",Ireland,Remote,Senior (5-8 yrs),173122,"Hugging Face Transformers, AWS SageMaker, LangChain, Vector Databases, LlamaIndex, Weights & Biases, Docker",None,Bootcamp/Self-taught,2024-03-28,1674,2690,Yes,4,201-1000,Full-time,No
AIJOB00193,AI Ethics Researcher,Anthropic,Education,"Boston, MA",MA,Remote,Senior (5-8 yrs),155780,"CUDA, LangChain, Vector Databases, PyTorch, Spark, ChromaDB",Grok,PhD,2024-05-30,2349,500,Maybe,4,1001-5000,Full-time,Yes
AIJOB00194,AI Research Scientist,Mistral AI,Tech,Singapore,Singapore,Remote,Mid (2-5 yrs),85334,"LlamaIndex, GCP Vertex AI, MLflow, Hugging Face Transformers, FastAPI, TensorFlow",Gemini,Bachelor's,2024-10-18,1420,867,No,2,51-200,Full-time,Yes
AIJOB00195,LLM Engineer,Google DeepMind,Government,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),113428,"Fine-tuning, Vector Databases, RAG, Python, PyTorch, Weaviate",Falcon,PhD,2024-08-07,2475,790,Yes,2,1-50,Full-time,Yes
AIJOB00196,AI Solutions Architect,Tesla AI,Energy,"Berlin, Germany",Germany,Remote,Senior (5-8 yrs),160403,"AWS SageMaker, Hugging Face Transformers, TensorFlow, PyTorch, JAX, FastAPI, RLHF",None,Master's,2024-09-14,848,1413,Maybe,4,1001-5000,Full-time,Yes
AIJOB00197,Deep Learning Engineer,Samsung AI,Tech,"Paris, France",France,Remote,Entry (0-2 yrs),58863,"Weights & Biases, Python, ChromaDB, Pinecone",Falcon,Master's,2024-03-08,1347,3169,No,0,1-50,Full-time,Yes
AIJOB00198,Prompt Engineer,Cohere,Media,"New York, NY",NY,Hybrid,Entry (0-2 yrs),71936,"RAG, LangChain, Weaviate, Docker, Vector Databases, MLflow",GPT-4,Master's,2024-08-01,2431,1115,No,0,51-200,Full-time,No
AIJOB00199,Foundation Model Engineer,Stability AI,Media,"Sydney, Australia",Australia,Remote,Entry (0-2 yrs),70733,"OpenAI API, SQL, JAX, FastAPI, Docker, Pinecone",None,Bachelor's,2024-02-24,461,2255,No,0,51-200,Full-time,No
AIJOB00200,GenAI Developer,Meta AI,Automotive,"San Francisco, CA",CA,Hybrid,Entry (0-2 yrs),55598,"dbt, Vector Databases, LlamaIndex, TensorFlow, FastAPI, Pinecone, Rust",None,Master's,2024-02-26,2170,1222,No,0,1-50,Full-time,Yes
AIJOB00201,ML Engineer,Baidu,Healthcare,"Boston, MA",MA,On-site,Senior (5-8 yrs),159660,"Weights & Biases, LangChain, CUDA, FastAPI, PyTorch, Python",None,Master's,2024-06-09,2092,3922,No,4,1-50,Full-time,Yes
AIJOB00202,Prompt Engineer,Amazon AWS AI,Finance,"Chicago, IL",IL,On-site,Staff/Principal (8+ yrs),220188,"MLflow, CUDA, Vector Databases, Rust, Fine-tuning, Spark",None,Bachelor's,2024-05-19,540,3870,No,6,1-50,Full-time,No
AIJOB00203,AI Safety Researcher,Morgan Stanley AI,Healthcare,"Toronto, Canada",Canada,Hybrid,Staff/Principal (8+ yrs),238989,"SQL, Python, CUDA, dbt, JAX",None,Master's,2025-02-02,2299,472,Maybe,6,1001-5000,Full-time,Yes
AIJOB00204,AI Product Manager,Baidu,Retail,"Dublin, Ireland",Ireland,Hybrid,Entry (0-2 yrs),83277,"Kubernetes, dbt, GCP Vertex AI, Pinecone, Rust, MLflow, Weights & Biases",BLOOM,Master's,2024-10-22,1876,618,No,0,5000+,Contract,No
